x-axis,1,2,MATH
-100.0E-09,+4.8296875954E+00,+19.5312500E-03,-1.9531249999560E+03
+0.0E+00,+595.3125954E-03,+15.6250000E-03,+9.7656250000147E+03
+100.0E-09,-72.6561546E-03,+19.5312500E-03,+13.6718750000440E+03
+200.0E-09,-76.5624046E-03,+23.4375000E-03,+25.3906250000220E+03
+300.0E-09,-72.6561546E-03,+23.4375000E-03,+31.2499999999780E+03
+400.0E-09,-80.4686546E-03,+31.2500000E-03,+25.3906250000513E+03
+500.0E-09,-76.5624046E-03,+35.1562500E-03,+39.0624999999707E+03
+600.0E-09,-68.7499046E-03,+31.2500000E-03,+31.2500000000147E+03
+700.0E-09,-76.5624046E-03,+39.0625000E-03,+35.1562500000147E+03
+800.0E-09,-64.8436546E-03,+42.9687500E-03,+39.0624999999634E+03
+900.0E-09,-68.7499046E-03,+50.7812500E-03,+29.2968750000366E+03
+1.0000E-06,-64.8436546E-03,+50.7812500E-03,+39.0624999999487E+03
+1.1000E-06,-64.8436546E-03,+50.7812500E-03,+25.3906250000659E+03
+1.2000E-06,-60.9374046E-03,+54.6875000E-03,+42.9687499999634E+03
+1.3000E-06,-60.9374046E-03,+58.5937500E-03,+33.2031250000366E+03
+1.4000E-06,-60.9374046E-03,+70.3125000E-03,+42.9687500000073E+03
+1.5000E-06,-57.0311546E-03,+66.4062500E-03,+44.9218750000000E+03
+1.6000E-06,-53.1249046E-03,+74.2187500E-03,+44.9218750000953E+03
+1.7000E-06,-49.2186546E-03,+74.2187500E-03,+70.3125000000366E+03
+1.8000E-06,-57.0311546E-03,+82.0312500E-03,+80.0781250001466E+03
+1.9000E-06,-49.2186546E-03,+93.7500000E-03,+119.140625000403E+03
+2.0000E-06,-45.3124046E-03,+105.4687500E-03,+226.562500000821E+03
+2.1000E-06,-45.3124046E-03,+117.1875000E-03,+445.312500001502E+03
+2.2000E-06,-45.3124046E-03,+136.7187500E-03,+845.703125002213E+03
+2.3000E-06,-45.3124046E-03,+171.8750000E-03,+1.43554687500234E+06
+2.4000E-06,-49.2186546E-03,+328.1250000E-03,+2.06054687500220E+06
+2.5000E-06,-45.3124046E-03,+632.8125000E-03,+2.64648437500140E+06
+2.6000E-06,-45.3124046E-03,+992.1875000E-03,+3.01953125000038E+06
+2.7000E-06,-41.4061546E-03,+1.3593750000E+00,+3.12109374999971E+06
+2.8000E-06,-45.3124046E-03,+1.6914062500E+00,+3.04296874999915E+06
+2.9000E-06,-41.4061546E-03,+1.9765625000E+00,+2.81640624999905E+06
+3.0000E-06,-45.3124046E-03,+2.2421875000E+00,+2.56249999999912E+06
+3.1000E-06,-45.3124046E-03,+2.4804687500E+00,+2.32812499999916E+06
+3.2000E-06,-41.4061546E-03,+2.6992187500E+00,+2.10546874999930E+06
+3.3000E-06,-53.1249046E-03,+2.8984375000E+00,+1.91992187499936E+06
+3.4000E-06,-53.1249046E-03,+3.0781250000E+00,+1.74999999999942E+06
+3.5000E-06,-49.2186546E-03,+3.2421875000E+00,+1.59570312499952E+06
+3.6000E-06,-53.1249046E-03,+3.3906250000E+00,+1.46874999999955E+06
+3.7000E-06,-45.3124046E-03,+3.5273437500E+00,+1.34765624999958E+06
+3.8000E-06,-49.2186546E-03,+3.6601562500E+00,+1.23632812499960E+06
+3.9000E-06,-53.1249046E-03,+3.7773437500E+00,+1.12890624999958E+06
+4.0000E-06,-45.3124046E-03,+3.8867187500E+00,+1.01757812499963E+06
+4.1000E-06,-45.3124046E-03,+3.9843750000E+00,+917.968749999648E+03
+4.2000E-06,-45.3124046E-03,+4.0664062500E+00,+824.218749999714E+03
+4.3000E-06,-45.3124046E-03,+4.1367187500E+00,+748.046874999758E+03
+4.4000E-06,-49.2186546E-03,+4.2070312500E+00,+683.593749999780E+03
+4.5000E-06,-49.2186546E-03,+4.2773437500E+00,+624.999999999780E+03
+4.6000E-06,-49.2186546E-03,+4.3398437500E+00,+566.406249999788E+03
+4.7000E-06,-49.2186546E-03,+4.3906250000E+00,+509.765624999824E+03
+4.8000E-06,-45.3124046E-03,+4.4335937500E+00,+462.890624999846E+03
+4.9000E-06,-45.3124046E-03,+4.4765625000E+00,+421.874999999890E+03
+5.0000E-06,-49.2186546E-03,+4.5195312500E+00,+392.578124999905E+03
+5.1000E-06,-45.3124046E-03,+4.5546875000E+00,+367.187499999912E+03
+5.2000E-06,-45.3124046E-03,+4.5898437500E+00,+343.749999999905E+03
+5.3000E-06,-45.3124046E-03,+4.6250000000E+00,+318.359374999905E+03
+5.4000E-06,-41.4061546E-03,+4.6562500000E+00,+292.968749999890E+03
+5.5000E-06,-45.3124046E-03,+4.6835937500E+00,+263.671874999875E+03
+5.6000E-06,-45.3124046E-03,+4.7109375000E+00,+230.468749999905E+03
+5.7000E-06,-41.4061546E-03,+4.7304687500E+00,+205.078124999927E+03
+5.8000E-06,-45.3124046E-03,+4.7460937500E+00,+185.546874999905E+03
+5.9000E-06,-41.4061546E-03,+4.7656250000E+00,+160.156249999993E+03
+6.0000E-06,-41.4061546E-03,+4.7812500000E+00,+158.203124999941E+03
+6.1000E-06,-41.4061546E-03,+4.7890625000E+00,+142.578124999956E+03
+6.2000E-06,-41.4061546E-03,+4.8125000000E+00,+130.859374999993E+03
+6.3000E-06,-45.3124046E-03,+4.8242187500E+00,+128.906249999929E+03
+6.4000E-06,-45.3124046E-03,+4.8320312500E+00,+109.374999999979E+03
+6.5000E-06,-41.4061546E-03,+4.8437500000E+00,+103.515624999964E+03
+6.6000E-06,-41.4061546E-03,+4.8554687500E+00,+93.7499999999787E+03
+6.7000E-06,-37.4999046E-03,+4.8632812500E+00,+87.8906249999787E+03
+6.8000E-06,-37.4999046E-03,+4.8710937500E+00,+82.0312499999716E+03
+6.9000E-06,-41.4061546E-03,+4.8789062500E+00,+74.2187499999929E+03
+7.0000E-06,-33.5936546E-03,+4.8867187500E+00,+72.2656249999503E+03
+7.1000E-06,-41.4061546E-03,+4.8945312500E+00,+58.5937499999858E+03
+7.2000E-06,-45.3124046E-03,+4.9023437500E+00,+54.6874999999574E+03
+7.3000E-06,-37.4999046E-03,+4.9023437500E+00,+42.9687499999858E+03
+7.4000E-06,-41.4061546E-03,+4.9101562500E+00,+39.0624999999858E+03
+7.5000E-06,-37.4999046E-03,+4.9101562500E+00,+35.1562500000000E+03
+7.6000E-06,-37.4999046E-03,+4.9140625000E+00,+35.1562499999858E+03
+7.7000E-06,-37.4999046E-03,+4.9179687500E+00,+31.2500000000071E+03
+7.8000E-06,-45.3124046E-03,+4.9257812500E+00,+33.2031249999716E+03
+7.9000E-06,-41.4061546E-03,+4.9218750000E+00,+25.3906249999927E+03
+8.0000E-06,-41.4061546E-03,+4.9296875000E+00,+23.4374999999927E+03
+8.1000E-06,-41.4061546E-03,+4.9296875000E+00,+21.4843749999780E+03
+8.2000E-06,-41.4061546E-03,+4.9335937500E+00,+15.6250000000293E+03
+8.3000E-06,-41.4061546E-03,+4.9296875000E+00,+23.4374999999560E+03
+8.4000E-06,-41.4061546E-03,+4.9375000000E+00,+11.7187500000513E+03
+8.5000E-06,-37.4999046E-03,+4.9375000000E+00,+25.3906249999487E+03
+8.6000E-06,-45.3124046E-03,+4.9375000000E+00,+11.7187500000073E+03
+8.7000E-06,-41.4061546E-03,+4.9453125000E+00,+13.6718750000000E+03
+8.8000E-06,-41.4061546E-03,+4.9414062500E+00,+13.6718749999707E+03
+8.9000E-06,-41.4061546E-03,+4.9414062500E+00,+5.8593750000220E+03
+9.0000E-06,-45.3124046E-03,+4.9453125000E+00,+11.7187500000000E+03
+9.1000E-06,-41.4061546E-03,+4.9453125000E+00,+11.7187500000000E+03
+9.2000E-06,-37.4999046E-03,+4.9453125000E+00,+11.7187500000000E+03
+9.3000E-06,-41.4061546E-03,+4.9492187500E+00,+11.7187500000000E+03
+9.4000E-06,-45.3124046E-03,+4.9492187500E+00,+11.7187499999925E+03
+9.5000E-06,-41.4061546E-03,+4.9492187500E+00,+9.7656249999774E+03
+9.6000E-06,-37.4999046E-03,+4.9531250000E+00,+3.9062500000076E+03
+9.7000E-06,-45.3124046E-03,+4.9531250000E+00,+5.8593749999849E+03
+9.8000E-06,-37.4999046E-03,+4.9492187500E+00,+1.9531250000000E+03
+9.9000E-06,-45.3124046E-03,+4.9531250000E+00,+1.9531250000076E+03
+10.0000E-06,-41.4061546E-03,+4.9531250000E+00,+3.9062499999925E+03
+10.1000E-06,-33.5936546E-03,+4.9531250000E+00,+1.9531250000076E+03
+10.2000E-06,-41.4061546E-03,+4.9531250000E+00,+3.9062500000000E+03
+10.3000E-06,-41.4061546E-03,+4.9531250000E+00,+3.9062500000076E+03
+10.4000E-06,-41.4061546E-03,+4.9531250000E+00,+5.8593749999849E+03
+10.5000E-06,-41.4061546E-03,+4.9570312500E+00,+1.9531250000151E+03
+10.6000E-06,-45.3124046E-03,+4.9570312500E+00,+5.8593749999925E+03
+10.7000E-06,-41.4061546E-03,+4.9531250000E+00,+3.9062500000000E+03
+10.8000E-06,-41.4061546E-03,+4.9570312500E+00,+3.9062500000227E+03
+10.9000E-06,-37.4999046E-03,+4.9570312500E+00,+9.7656249999774E+03
+11.0000E-06,-45.3124046E-03,+4.9570312500E+00,+3.9062500000000E+03
+11.1000E-06,-41.4061546E-03,+4.9609375000E+00,+3.9062499999845E+03
+11.2000E-06,-37.4999046E-03,+4.9609375000E+00,+7.8E-09
+11.3000E-06,-41.4061546E-03,+4.9570312500E+00,+1.9531249999845E+03
+11.4000E-06,-33.5936546E-03,+4.9570312500E+00,-1.9531249999767E+03
+11.5000E-06,-41.4061546E-03,+4.9609375000E+00,+3.9062500000000E+03
+11.6000E-06,-45.3124046E-03,+4.9570312500E+00,+3.9062499999922E+03
+11.7000E-06,-41.4061546E-03,+4.9609375000E+00,+1.9531250000155E+03
+11.8000E-06,-41.4061546E-03,+4.9609375000E+00,+5.8593749999689E+03
+11.9000E-06,-45.3124046E-03,+4.9609375000E+00,-1.9531249999845E+03
+12.0000E-06,-45.3124046E-03,+4.9609375000E+00,+1.9531249999689E+03
+12.1000E-06,-41.4061546E-03,+4.9609375000E+00,-5.8593749999922E+03
+12.2000E-06,-37.4999046E-03,+4.9609375000E+00,-3.9062500000000E+03
+12.3000E-06,-41.4061546E-03,+4.9570312500E+00,-3.9062500000311E+03
+12.4000E-06,-41.4061546E-03,+4.9609375000E+00,-11.7187499999440E+03
+12.5000E-06,-41.4061546E-03,+4.9570312500E+00,+1.9531249999840E+03
+12.6000E-06,-41.4061546E-03,+4.9531250000E+00,-1.9531249999920E+03
+12.7000E-06,-45.3124046E-03,+4.9609375000E+00,+48.0E-09
+12.8000E-06,-37.4999046E-03,+4.9570312500E+00,+11.7187499999440E+03
+12.9000E-06,-49.2186546E-03,+4.9570312500E+00,-1.9531249999840E+03
+13.0000E-06,-41.4061546E-03,+4.9648437500E+00,+1.9531250000000E+03
+13.1000E-06,-45.3124046E-03,+4.9570312500E+00,+1.9531249999680E+03
+13.2000E-06,-45.3124046E-03,+4.9570312500E+00,-5.8593749999760E+03
+13.3000E-06,-49.2186546E-03,+4.9609375000E+00,+0.0E+00
+13.4000E-06,-45.3124046E-03,+4.9570312500E+00,-8.0E-09
+13.5000E-06,-45.3124046E-03,+4.9570312500E+00,-1.9531249999920E+03
+13.6000E-06,-45.3124046E-03,+4.9609375000E+00,+16.0E-09
+13.7000E-06,-45.3124046E-03,+4.9570312500E+00,+3.9062499999760E+03
+13.8000E-06,-37.4999046E-03,+4.9570312500E+00,-1.9531249999760E+03
+13.9000E-06,-41.4061546E-03,+4.9609375000E+00,+3.9062500000000E+03
+14.0000E-06,-45.3124046E-03,+4.9570312500E+00,+3.9062499999760E+03
+14.1000E-06,-45.3124046E-03,+4.9609375000E+00,-1.9531249999680E+03
+14.2000E-06,-45.3124046E-03,+4.9609375000E+00,+5.8593749999754E+03
+14.3000E-06,-41.4061546E-03,+4.9570312500E+00,+8.2E-09
+14.4000E-06,-45.3124046E-03,+4.9609375000E+00,+1.9531250000000E+03
+14.5000E-06,-41.4061546E-03,+4.9609375000E+00,+1.9531249999836E+03
+14.6000E-06,-41.4061546E-03,+4.9609375000E+00,-1.9531250000082E+03
+14.7000E-06,-41.4061546E-03,+4.9609375000E+00,-3.9062500000000E+03
+14.8000E-06,-53.1249046E-03,+4.9609375000E+00,-3.9062500000000E+03
+14.9000E-06,-41.4061546E-03,+4.9570312500E+00,-3.9062499999836E+03
+15.0000E-06,-45.3124046E-03,+4.9570312500E+00,+0.0E+00
+15.1000E-06,-45.3124046E-03,+4.9570312500E+00,+8.2E-09
+15.2000E-06,-45.3124046E-03,+4.9609375000E+00,+1.9531249999836E+03
+15.3000E-06,-45.3124046E-03,+4.9609375000E+00,-1.9531250000082E+03
+15.4000E-06,-41.4061546E-03,+4.9609375000E+00,-3.9062499999754E+03
+15.5000E-06,-45.3124046E-03,+4.9531250000E+00,+1.9531249999754E+03
+15.6000E-06,-45.3124046E-03,+4.9570312500E+00,-3.9062499999343E+03
+15.7000E-06,-45.3124046E-03,+4.9609375000E+00,+11.7187499999589E+03
+15.8000E-06,-45.3124046E-03,+4.9570312500E+00,+1.9531250000164E+03
+15.9000E-06,-45.3124046E-03,+4.9609375000E+00,+5.8593749999754E+03
+16.0000E-06,-45.3124046E-03,+4.9609375000E+00,-16.0E-09
+16.1000E-06,-49.2186546E-03,+4.9648437500E+00,-3.9062499999920E+03
+16.2000E-06,-41.4061546E-03,+4.9570312500E+00,-1.9531250000080E+03
+16.3000E-06,-45.3124046E-03,+4.9570312500E+00,-3.9062499999680E+03
+16.4000E-06,-49.2186546E-03,+4.9570312500E+00,+3.9062499999920E+03
+16.5000E-06,-41.4061546E-03,+4.9609375000E+00,+1.9531250000320E+03
+16.6000E-06,-41.4061546E-03,+4.9609375000E+00,+9.7656249999680E+03
+16.7000E-06,-45.3124046E-03,+4.9609375000E+00,+1.9531250000160E+03
+16.8000E-06,-45.3124046E-03,+4.9609375000E+00,+5.8593749999760E+03
+16.9000E-06,-53.1249046E-03,+4.9609375000E+00,+0.0E+00
+17.0000E-06,-37.4999046E-03,+4.9648437500E+00,+0.0E+00
+17.1000E-06,-49.2186546E-03,+4.9609375000E+00,-8.0E-09
+17.2000E-06,-41.4061546E-03,+4.9609375000E+00,-1.9531249999920E+03
+17.3000E-06,-45.3124046E-03,+4.9609375000E+00,+8.0E-09
+17.4000E-06,-45.3124046E-03,+4.9609375000E+00,+1.9531250000000E+03
+17.5000E-06,-45.3124046E-03,+4.9609375000E+00,+1.9531249999845E+03
+17.6000E-06,-37.4999046E-03,+4.9648437500E+00,-1.9531249999845E+03
+17.7000E-06,-45.3124046E-03,+4.9609375000E+00,+1.9531249999767E+03
+17.8000E-06,-45.3124046E-03,+4.9609375000E+00,-3.9062500000233E+03
+17.9000E-06,-45.3124046E-03,+4.9648437500E+00,-9.7656249999378E+03
+18.0000E-06,-41.4061546E-03,+4.9570312500E+00,+5.8593749999223E+03
+18.1000E-06,-49.2186546E-03,+4.9570312500E+00,-13.6718749999223E+03
+18.2000E-06,-37.4999046E-03,+4.9687500000E+00,+5.8593750000000E+03
+18.3000E-06,-41.4061546E-03,+4.9531250000E+00,+5.8593749999767E+03
+18.4000E-06,-45.3124046E-03,+4.9609375000E+00,+83.0E-09
+18.5000E-06,-41.4061546E-03,+4.9609375000E+00,+21.4843749999321E+03
+18.6000E-06,-41.4061546E-03,+4.9648437500E+00,+3.9062500000000E+03
+18.7000E-06,-49.2186546E-03,+4.9687500000E+00,+3.9062500000000E+03
+18.8000E-06,-41.4061546E-03,+4.9648437500E+00,+3.9062499999472E+03
+18.9000E-06,-41.4061546E-03,+4.9609375000E+00,-9.7656249999849E+03
+19.0000E-06,-45.3124046E-03,+4.9687500000E+00,-5.8593749999849E+03
+19.1000E-06,-45.3124046E-03,+4.9609375000E+00,-1.9531250000302E+03
+19.2000E-06,-49.2186546E-03,+4.9609375000E+00,-9.7656249999547E+03
+19.3000E-06,-49.2186546E-03,+4.9609375000E+00,+1.9531249999925E+03
+19.4000E-06,-49.2186546E-03,+4.9609375000E+00,-15.1E-09
+19.5000E-06,-45.3124046E-03,+4.9648437500E+00,-3.9062499999849E+03
+19.6000E-06,-45.3124046E-03,+4.9648437500E+00,-15.1E-09
+19.7000E-06,-49.2186546E-03,+4.9570312500E+00,-3.9062499999849E+03
+19.8000E-06,-49.2186546E-03,+4.9609375000E+00,+14.7E-09
+19.9000E-06,-49.2186546E-03,+4.9609375000E+00,+3.9062500000220E+03
+20.0000E-06,-45.3124046E-03,+4.9609375000E+00,+9.7656249999853E+03
+20.1000E-06,-45.3124046E-03,+4.9609375000E+00,+5.8593749999927E+03
+20.2000E-06,-45.3124046E-03,+4.9687500000E+00,+3.9062499999853E+03
+20.3000E-06,-45.3124046E-03,+4.9648437500E+00,-44.0E-09
+20.4000E-06,-45.3124046E-03,+4.9648437500E+00,-11.7187499999634E+03
+20.5000E-06,-41.4061546E-03,+4.9609375000E+00,-1.9531250000513E+03
+20.6000E-06,-41.4061546E-03,+4.9609375000E+00,-15.6249999999267E+03
+20.7000E-06,-41.4061546E-03,+4.9609375000E+00,+3.9062499999503E+03
+20.8000E-06,-45.3124046E-03,+4.9570312500E+00,-9.7656249999290E+03
+20.9000E-06,-45.3124046E-03,+4.9648437500E+00,+9.7656249999645E+03
+21.0000E-06,-45.3124046E-03,+4.9570312500E+00,+14.2E-09
+21.1000E-06,-49.2186546E-03,+4.9648437500E+00,+3.9062500000071E+03
+21.2000E-06,-53.1249046E-03,+4.9570312500E+00,+5.8593749999432E+03
+21.3000E-06,-37.4999046E-03,+4.9687500000E+00,-9.7656249999290E+03
+21.4000E-06,-45.3124046E-03,+4.9609375000E+00,+9.7656249999147E+03
+21.5000E-06,-41.4061546E-03,+4.9609375000E+00,-13.6718749999289E+03
+21.6000E-06,-41.4061546E-03,+4.9609375000E+00,+5.8593749999858E+03
+21.7000E-06,-45.3124046E-03,+4.9570312500E+00,+1.9531249999929E+03
+21.8000E-06,-45.3124046E-03,+4.9648437500E+00,+35.5E-09
+21.9000E-06,-45.3124046E-03,+4.9648437500E+00,+9.7656249999645E+03
+22.0000E-06,-45.3124046E-03,+4.9609375000E+00,-7.1E-09
+22.1000E-06,-49.2186546E-03,+4.9648437500E+00,-1.9531249999503E+03
+22.2000E-06,-49.2186546E-03,+4.9609375000E+00,+11.7187499999449E+03
+22.3000E-06,-41.4061546E-03,+4.9609375000E+00,-3.9062499999449E+03
+22.4000E-06,-45.3124046E-03,+4.9687500000E+00,+11.7187499999793E+03
+22.5000E-06,-53.1249046E-03,+4.9609375000E+00,+5.8593749999794E+03
+22.6000E-06,-45.3124046E-03,+4.9687500000E+00,+20.7E-09
+22.7000E-06,-45.3124046E-03,+4.9648437500E+00,+5.8593749999725E+03
+22.8000E-06,-49.2186546E-03,+4.9648437500E+00,-1.9531250000138E+03
+22.9000E-06,-41.4061546E-03,+4.9687500000E+00,-5.8593749999862E+03
+23.0000E-06,-41.4061546E-03,+4.9687500000E+00,-1.9531250000138E+03
+23.1000E-06,-41.4061546E-03,+4.9570312500E+00,-5.8593750000000E+03
+23.2000E-06,-45.3124046E-03,+4.9648437500E+00,-5.8593749999734E+03
+23.3000E-06,-49.2186546E-03,+4.9648437500E+00,+1.9531249999734E+03
+23.4000E-06,-45.3124046E-03,+4.9648437500E+00,-5.8593749999734E+03
+23.5000E-06,-49.2186546E-03,+4.9609375000E+00,+1.9531249999933E+03
+23.6000E-06,-49.2186546E-03,+4.9609375000E+00,-6.7E-09
+23.7000E-06,-45.3124046E-03,+4.9648437500E+00,-1.9531249999867E+03
+23.8000E-06,-45.3124046E-03,+4.9648437500E+00,+1.9531249999734E+03
+23.9000E-06,-45.3124046E-03,+4.9609375000E+00,-5.8593749999867E+03
+24.0000E-06,-49.2186546E-03,+4.9648437500E+00,-1.9531250000133E+03
+24.1000E-06,-49.2186546E-03,+4.9609375000E+00,-5.8593749999867E+03
+24.2000E-06,-49.2186546E-03,+4.9609375000E+00,-1.9531249999933E+03
+24.3000E-06,-45.3124046E-03,+4.9570312500E+00,-6.7E-09
+24.4000E-06,-53.1249046E-03,+4.9648437500E+00,-1.9531249999734E+03
+24.5000E-06,-49.2186546E-03,+4.9609375000E+00,+5.8593749999667E+03
+24.6000E-06,-49.2186546E-03,+4.9609375000E+00,-3.9062499999485E+03
